	content	language
41	« moments les plus importants de la vie du web ces dix dernières années » .Le   mars  , l'Union américaine de défense des libertés   a déposé une plainte au nom d'Amnesty International USA, de Human Rights Watch   et de sept autres organisations non-gouvernementales, médiatiques et juridiques, dont la fondation Wikimedia, à l'encontre de la NSA, l'accusant d'avoir « dépassé l'autorité que le Congrès lui confère ».La volonté de Wikipédia de diffuser du contenu libre, y compris pour nombre de ses illustrations, a eu une petite influence en Italie sur le débat parlementaire relatif aux libertés et à la protection du droit d'auteur. Le   septembre  , l'homme politique i	fr
42	talien Franco Grillini a soulevé une question parlementaire adressée à la ministre des ressources culturelles et des activités, sur la nécessité d'introduire dans la législation italienne la liberté de panorama telle qu'elle existe dans d'autres pays européens. Il a affirmé que l'absence de cette liberté forçait Wikipédia, « le septième site le plus consulté », à interdire toutes les images de bâtiments modernes et d'art moderne italien, et a déclaré que c'était très handicapant pour les recettes touristiques .Wikipédia a reçu deux prix en mai   . Le premier était un Golden Nica pour les communautés numériques, qui fut remis par Ars Electronica avec la somme de	fr
43	€ et une invitation à se présenter au PAE Cyberarts Festival en Autriche, plus tard dans l'année. Le deuxième était un Webby Award dans la catégorie « communauté », remis par l'International Academy of Digital Arts and Sciences, basée à New York . Wikipédia a également été proposée pour un Webby Award dans la catégorie « meilleures pratiques ». En septembre  , la version japonaise de Wikipédia a reçu le Web Creation Award de la part de l'Association des publicitaires japonais. Cette récompense, normalement donnée à des personnes réelles pour de grandes contributions sur le web en japonais, fut acceptée par un contributeur de longue date du projet Wikipedia en japona	fr
44	is.Wikipédia est devenue un sujet d'actualité, de débat et de satire dans de nombreux pays. Certaines sources médiatiques font sa satire en insistant sur le manque de fiabilité de Wikipédia, comme le journal satirique The Onion . D'autres critiquent le fait que tout le monde peut modifier Wikipédia, comme dans un épisode de The Office, où Michael Scott déclare que « Wikipédia est la meilleure chose de tous les temps. N'importe qui dans le monde peut écrire n'importe quoi sur n'importe quel sujet. » Des émissions radiophoniques ou télévisées, comme le The Colbert Report, ont plusieurs fois incité les téléspectateurs à modifier les pages de Wikipédia, parfois pour y i	fr
45	nclure des informations volontairement erronées ou fantaisistes. Inversement, l'illustration Protestataire wikipédien de xkcd s'amuse de l'obsession des Wikipédiens à fournir des sources à toutes les affirmations et dénonce la démagogie des politiques : dans une foule assistant à un discours politique, un individu brandit une pancarte mettant en doute l'assertion de l'homme politique et demandant une référence.L'utilisation de l'informatique contribue à l'augmentation de l'énergie grise. La Wikimedia Foundation a décidé de réaliser chaque année une étude sur ses impacts environnementaux .Des passages de cet article sont obsolètes ou annoncent des événements désormai	fr
46	s passés. Améliorez-le ou discutez des points à vérifier. Vous pouvez également préciser les sections à actualiser en utilisant {{section à actualiser}}.Un contributeur est classé « actif » tant qu'il fait au moins cinq modifications par mois. Depuis  , le nombre de contributeurs actifs sur l'ensemble des versions linguistiques de Wikipédia a presque été divisé par deux .La répartition montre une nette prédominance des articles culturels. Les pourcentages qui suivent sont ceux de janvier  , les variations entre parenthèses représentent leur évolution depuis juillet  . Dans l'intervalle, le nombre de pages et de catégories a plus que doublé :Au sein de Wikipédia, les	fr
47	comptes utilisateurs disposent de différents statuts techniques gérés par le logiciel MediaWiki et contrôlant les actions qui leur sont permises . Les critères pour acquérir un statut et la façon de se servir des capacités fournies sont fixés indépendamment par chaque communauté. Parmi ces statuts, les principaux sont :Wiki Loves Earth, est un concours photographique international se tenant annuellement en mai, l’événement encourage les gens à prendre des photos de Patrimoine naturel, puis de les téléverser dans le répertoire Wikimedia Commons.Influencées par le positionnement de Wikipédia sur Internet, les Éditions Larousse ont ouvert en mai   leur encyclopédie en	fr
48	ligne à un accès public et gratuit, et développé un espace dédié à des articles rédigés par les internautes . L'Encyclopædia Universalis propose aussi une version consultable en ligne, sur un modèle payant par abonnement et reposant sur l'érudition de ses auteurs assumant un parti pris éclairé dans la rédaction des articles. En octobre  , un comparatif du magazine Clubic, portant sur six encyclopédies en ligne francophones, concluait à la prédominance de Wikipédia dans l'exhaustivité et l'actualisation de ses informations, et d'Universalis dans la pertinence. L'encyclopédie Larousse était perçue comme un compromis viable, mais cumulant aussi les défauts des deux au	fr
49	tres modèles .Plusieurs sites web, comme Ganglia , permettent de consulter diverses informations sur le fonctionnement des serveurs, notamment la charge des processeurs, la mémoire occupée…En  , Wikipédia reçoit le prix Érasme doté de     euros « pour son apport particulier à la diffusion des connaissances . »Wikipédia reçoit le Prix Princesse des Asturies de la coopération internationale en juin   , .Le succès croissant de Wikipédia nécessite l'emploi d'un grand nombre de serveurs informatiques qui fonctionnent tous avec un système d'exploitation GNU/Linux   . Ces installations sont présentes à Tampa en Floride, à Amsterdam aux Pays-Bas, et dans le site sud-coréen	fr
50	d'hébergement de Yahoo! qui accueille   serveurs  de la Wikimedia Foundation.L'exemple de Wikipédia a aussi suscité la création de projets plus spécialisés, comme l'encyclopédie thématique Memory Alpha, dédiée à l'univers de Star Trek, ou le site parodique Désencyclopédie. Également inspirée de Wikipédia , Wikimini et Vikidia offrent un dessein pédagogique à ces nouveaux wikis en proposant aux enfants et adolescents de construire leur propre encyclopédie en ligne . D'autres, tels que Susning  et l'Enciclopedia Libre, sont des wikis dans lesquels les articles sont écrits par divers collaborateurs sans processus formel de révision. Conservapedia est une encyclopédie c	fr
51	ollaborative en ligne en anglais, conservatrice et créationniste, construite en réaction à la neutralité de point de vue de Wikipédia en anglais, jugée trop « gauchiste » » et « liberal »   . Le projet Wikipédia a aussi influencé la création d'une encyclopédie d'extrême droite qui se dit « encyclopédie alternative », Metapedia, créée le   octobre   en suédois, puis son pendant slave, Wikislavia. Metapedia existe en suédois, en anglais, en hongrois, en espagnol, en français, en slovaque, en portugais, en tchèque, en roumain, en allemand, en estonien, en norvégien, en croate, en danois, en néerlandais et en grec. Wikislavia existe en russe, en une langue appelée « sib	fr
52	érien », en tchakavien  , en kaïkavien  , en russe latinisé, en « don-cosaque », en panslavon, en moldave    et en ukrainien.Depuis sa création, le contenu de l'encyclopédie Wikipédia n’a cessé de grandir, en quantité, dans des proportions difficilement imaginables à ses débuts. Au départ comparable aux autres encyclopédies existantes, elle les a rapidement dépassées en taille et en couverture .Des passages de cet article sont obsolètes ou annoncent des événements désormais passés. Améliorez-le ou discutez des points à vérifier. Vous pouvez également préciser les sections à actualiser en utilisant {{section à actualiser}}.Parmi les contributeurs, il y a toujours eu	fr
53	plus d'hommes que de femmes . Une étude récente   basée sur une enquête auprès des contributeurs et contributrices et des travaux antérieurs sur le genre, l'expérience de l'internet et les compétences à contribuer ,  laisse penser que ceci est dû en partie au fait que les hommes ont de manière générale plus développé certaines des compétences utiles dans l'Internet pour contribuer à ce type de projet.Certaines éditions de Wikipédia, telles que les éditions en cebuo et en waray-waray, ont un nombre d'articles très élevé malgré un nombre limité d'utilisateurs, en raison de l'utilisation d'un logiciel ou robot pour générer des articles . Il existe également un classeme	fr
54	nt qualitatif fondé sur l'existence et la taille des articles d'une liste arbitraire d'environ     articles que toute édition de Wikipédia devrait avoir .En juillet  , Wikipédia a fait l'objet d'un documentaire de   minutes sur la BBC Radio   , qui affirmait que « Wikipédia » était devenu un terme connu par tout le monde, au même titre que « Google », « Facebook » et « YouTube ». Le cinéaste néerlandais IJsbrand van Veelen a créé un documentaire télévisé de   minutes en avril  , The Truth According to Wikipedia .La Wikimedia Foundation possède les différentes marques  , les serveurs, les sites web, et agit comme hébergeur web.Des associations nationales, ayant pour	fr
55	but de promouvoir Wikipédia et le libre partage des connaissances, existent dans plusieurs pays. Elles reprennent généralement l'intitulé « Wikimedia »  , Wikimédia Suisse , etc.). Ces associations sont reconnues comme associations locales par la Wikimedia Foundation, mais n'y sont pas juridiquement liées, et n'ont aucune responsabilité sur le contenu de Wikipédia. Elles sont généralement désignées comme le chapter   pour un pays donné. Des associations de ce type sont présentes en Angleterre, en Allemagne, en Argentine, en Australie, en Autriche, en France, à Hong Kong, en Israël, en Italie, aux Pays-Bas, en Pologne, en République tchèque, en Russie, en Serbie, en	fr
56	Suède, en Suisse et à Taïwan .Dans les pays pauvres, là ou le livre est rare, l'abonnement internet hors de prix , Wikipédia est massivement utilisé par les étudiants, ainsi que comme produit d'appel par les opérateurs .Il existe   éditions de Wikipédia localisées par langue au   janvier   . À la même date, le nombre total d'articles de l'ensemble des éditions de Wikipédia est      .Les rédacteurs se répartissent généralement par communauté linguistique concentrée sur la rédaction de la version de Wikipédia correspondante, mais interviennent aussi souvent ponctuellement sur les versions de Wikipédia en d'autres langues, ou les projets frères de la Wikimedia Foundati	fr
57	on. Depuis  , les comptes enregistrés peuvent être unifiés : un seul compte sert ainsi à identifier l'utilisateur sur tous les projets de la Wikimedia Foundation.Le fonctionnement de Wikipédia est assuré par le logiciel libre MediaWiki, une plate-forme wiki adaptée à Wikipédia, écrite en PHP et utilisant une base de données MySQL. MediaWiki est sous licence GNU GPL et est en   utilisé par tous les projets Wikimedia ainsi que par de nombreux autres sites wikis. À l'origine, Wikipédia utilisait le logiciel UseModWiki, développé par Clifford Adams en Perl, et requérant l'usage de la camel case pour la création de liens entre les articles. À partir de janvier  , la vers	fr
58	ion en anglais de Wikipédia utilise un logiciel développé par Magnus Manske, écrit en PHP — les versions dans les autres langues étant restées sous le logiciel UseModWiki. À partir de l'été  , tous les sites sont progressivement migrés vers MediaWiki.Ainsi, fin  , Wikipédia contenait déjà  ,  millions d'articles, auxquels il convenait d'ajouter les documents de la médiathèque Wikimédia Commons, contenant  ,  millions de fichiers. Ces documents étaient chaque mois consultés par   millions de visiteurs uniques .Les trois éditions de Wikipédia les plus consultées mi‑  sont, d'après le site d'Alexa Internet, la version en anglais avec   % du trafic, la version en japona	fr
59	is avec  ,  % du trafic et la version en allemand avec  ,  % du trafic.Selon comScore, Wikipédia a acquis une influence mondiale . Selon comScore et Alexa Internet, Wikipédia figure en   et   parmi les dix sites les plus visités dans le monde entier. Parmi ces dix premiers, Wikipédia est l'un des deux sites à but non lucratif avec celui de la Fondation Mozilla .De nombreux projets d'encyclopédie existent — ou ont déjà existé — sur Internet. Certains, tels que la Stanford Encyclopedia of Philosophy  ou la défunte Nupedia, ont adopté une politique éditoriale traditionnelle, avec par exemple un seul auteur par article. La forte fréquentation de Wikipédia, combinée aux	fr
60	critiques sur son principe de fonctionnement, ont également poussé au développement de projets concurrents. Citizendium est par exemple une encyclopédie en ligne en anglais dirigée par Larry Sanger et publiée sous licence libre. Elle se distingue notamment par l'obligation pour les rédacteurs d'indiquer leur nom et de préciser leurs diplômes. Le   décembre  , Citizendium propose     articles, dont   ont été approuvés par son système de sélection. À titre de comparaison et à la même date, Wikipédia en anglais propose       articles, dont     sont présentés comme articles de qualité  .Dans la continuité du modèle participatif du web  . , l’enseignement tend à développ	fr
61	er du lien plus que du savoir pur, avec un professeur devenu davantage « passeur » qui encourage les élèves à acquérir eux-mêmes une base de savoirs. On passe alors à une diffusion de la connaissance horizontale plutôt que verticale, laissant aux étudiants l’occasion d’être proactifs .Wikipédia est financée par les dons d'internautes consultant l'encyclopédie. Wikipedia organise une collecte de fonds annuelle, annoncée par des bandeaux présents sur chaque page sous forme d'« appels » de Jimmy Wales ou de divers contributeurs. Bien que les fonds reçus soient chaque année plus élevés que l'année précédente , ils ne suffisent pas forcément à équilibrer le budget de la	fr
62	Wikimedia Foundation, qui héberge Wikipédia . L'argent nécessaire au budget est comblé par les dons de diverses institutions ou entreprises et ceux reçus par des particuliers le reste de l'année . Contrairement à un grand nombre de sites, Wikipedia refuse d'afficher de la publicité pour financer son fonctionnement.Selon certaines méthodes d'évaluation en  , le coût de remplacement de Wikipedia pourrait être estimé à  ,  milliards de dollars avec   millions de dollars de frais de mise à jour par an ; et le bénéfice de Wikipédia pour l’utilisateur serait estimé à des centaines de milliards de dollars .Alexandre Moatti parle du numérique comme d’un nouveau mode de comm	fr
63	unication, dans lequel Wikipédia offre un terrain de recherche adéquat pour passer d’un concept à un autre, d’une langue à une autre . En  , une étude sur l'usage de Wikipédia dans l'enseignement français montre une utilisation accrue de l'encyclopédie participative en tant que ressource par les enseignants et les élèves , . Lors du Forum du numérique éducatif organisé pour les enseignants dans les locaux de l'Insa de Blois, un intervenant a rappelé la pertinence de Wikipédia à longue échéance dans les établissements scolaires, en particulier en vue de montrer aux élèves comment se construit le savoir .D'après le site Alexa, Wikipédia fait partie en   des dix sites	fr
64	les plus visités du World Wide Web. La même année, le nombre d'articles a dépassé les   millions, dont plus de   millions dans Wikipédia en anglais, plus de       dans Wikipédia en allemand et plus de       dans Wikipédia en français. Dans un communiqué de presse du   novembre  , Wikimedia Foundation annonce recevoir plus de   millions de visiteurs par mois pour Wikipédia et ses projets frères, d'après comScore Media Metrix .Les différentes communautés linguistiques et la Wikimedia Foundation s'accordent pour publier Wikipédia et ses projets frères sans recourir à un financement publicitaire . Soutenue uniquement par des dons des lecteurs, de mécènes et de fondation	fr
65	s, la Wikimedia Foundation emploie une trentaine de personnes   ), principalement des techniciens gérant les serveurs hébergeant les différents sites. Pour l'année fiscale  - , elle a reçu  ,  millions de dollars US  de dons, et son budget est annuellement examiné par le comité d'audit KPMG  .Tout lecteur de Wikipédia est un rédacteur ou correcteur potentiel. Fin  , un sondage est effectué par la Wikimedia Foundation et UNU-MERIT. Environ     lecteurs et contributeurs de Wikipédia y ont répondu, principalement en langues anglaise, allemande et espagnole. La moyenne d'âge des sondés est environ   ans. Une fois les résultats lissés, environ   % d'entre eux se déclarai	fr
66	ent seulement lecteurs, et   % contributeurs. Parmi les contributeurs,   % d'entre eux avaient fait des études supérieures, et   % obtenu un master ou plus. Ces contributeurs passent en moyenne  ,  heures par semaine sur Wikipédia, et leurs motivations principales sont de partager le savoir et de corriger les erreurs . Certains comptes utilisateurs sont utilisés par des logiciels, dits « robots » ou « bots », programmés pour assurer la maintenance des articles, par exemple pour corriger des erreurs communes d'orthographe ou de mise en forme, lutter contre les vandalismes ou encore, dans certaines éditions de Wikipédia, créer de nombreux nouveaux articles , . En  , l	fr
67	es robots ont effectué près de   % de l'ensemble des contributions . Il leur arrive de mener des guerres d'édition entre eux, parfois pendant plusieurs années .En  , une image  D de la même volumétrie  , basée sur une étude menée par Jacopo Farina et ses collègues , a été réalisée à l'aide du logiciel Minecraft .Les informations contenues dans Wikipédia, toutes langues confondues, sont conservées dans une base de données et peuvent être téléchargées .Le projet se veut universel, en traitant tous les domaines de la connaissance, y compris la culture populaire , multilingue  et gratuit  dans sa version en ligne, afin de favoriser l'accès du plus grand nombre à la conn	fr
68	aissance.Sur chaque page, un onglet permet d'accéder à son code source au format wiki, permettant sa modification. En plus de la page de discussion attachée à un article, un historique permet de lister les auteurs et de consulter les modifications successives de l'article par ses rédacteurs.Les modifications de chaque page sont identifiées par l'adresse IP du rédacteur ou par son pseudonyme s'il s'est préalablement identifié . Les différentes communautés linguistiques de rédacteurs de Wikipédia élaborent des règles, des conventions et des principes guidant la rédaction des articles qui leur sont propres. Une part significative du site est constituée par d'autres pag	fr
69	es que les articles, ces pages permettent aux utilisateurs de communiquer et de collaborer autour de la rédaction des articles.Wikipédia est disponible sous licence libre, ce qui signifie que chacun est libre de la recopier, de la modifier, et de la redistribuer gratuitement et onéreusement. Cette notion de contenu libre découle de celle de logiciel libre, formulée avant Wikipédia par la Free Software Foundation. Jusqu'en  , le contenu textuel de Wikipédia était publié sous la Licence de documentation libre GNU  . À partir de  , il est principalement publié sous licence Creative Commons paternité-partage des conditions initiales à l'identique  .   , la GFDL devenant	fr
70	une licence secondaire disponible sous certaines conditions. Les modifications apportées par les utilisateurs sont publiées sous les deux licences, et l'import de contenu uniquement sous licence Creative Commons by-sa  .  est autorisé, mais il entraîne l'impossibilité de réutiliser globalement les pages concernées sous licence GFDL . Les autres médias   sont disponibles sous diverses licences .Des hyperliens externes permettent aux lecteurs de consulter des sources d'information en ligne lorsqu'une référence soutenant une information dans un article est présente sur le Web . Les articles proposent aussi souvent des liens externes vers de la documentation en ligne p	fr
71	ermettant d'approfondir le sujet. Ces liens sont classés en no follow   pour les robots d'indexation des moteurs de recherche, afin de décourager l'insertion de liens dans un but publicitaire .Wikipédia est réalisée collaborativement sur Internet via un « réseau coopératif » autoorganisé et sans frontières linguistique . Le système wiki de Wikipédia permet la création et la modification immédiates des pages par tous les visiteurs, même sans inscription. Wikipédia fut la première encyclopédie généraliste à ouvrir, grâce à ce système, l'édition de ses articles à tous les internautes. Aucun article n'est considéré comme achevé, et Wikipédia se présente comme un projet	fr
72	en amélioration continue. La constante surveillance des modifications est également ouverte à tous à travers le système wiki. Il n'y a aucun système hiérarchique de validation ; aussi l'encyclopédie est-elle l'objet de nombreuses incompréhensions et critiques quant à la qualité et à la fiabilité de son contenu , et l'objet d'études sur sa fiabilité en anglais, la langue la plus développée.Le projet de distribution sur papier était destiné en particulier aux personnes n'ayant pas les moyens de se raccorder à Internet. La réalisation d'une version de Wikipédia en anglais sur papier, CD-ROM ou DVD a été proposée  en août   par Jimmy Wales. S'il fut pendant un temps pos	fr
73	sible de commander une sélection d'articles Wikipédia appelée « Livres » imprimée et reliée  ), cette option n'est plus disponible depuis courant  . Courant  , l'artiste Michael Mandiberg imprime   des     volumes correspondant à la version anglophone de l'encyclopédie dans le cadre d'un projet intitulé « Print Wikipedia » .La recherche de moyens techniques et économiques permettant de rendre accessible les informations de Wikipédia par d'autres voies que le Web, est liée au projet d'une diffusion la plus large possible des connaissances. Depuis son lancement officiel, où elle est en grande partie modifiable par la plupart de ses lecteurs. Plusieurs autres moyens de	fr
74	consulter l'encyclopédie ont ensuite vu le jour, tels que des sites Web miroirs, des applications pour smartphone ou un appareil électronique dédié. Les mêmes principes fondateurs de rédaction sont partagés par les différentes versions linguistiques, mais les pratiques d'écriture sont convenues indépendamment par les internautes pour chacune d'elles. Le site wikipedia.org est devenu en quelques années l'un des plus consultés au monde. Les serveurs hébergeant le site sont financés par une fondation américaine, la Wikimedia Foundation.« Wikipédia » est un mot-valise conçu à partir de « wiki », un système de gestion de contenu de site web qui permet d'écrire facilemen	fr
75	t dans les pages consultées, et de « pédia », qui provient du mot « encyclopédie », présent dans de nombreuses langues, comme l'anglais et certaines graphies latines. Les contributeurs francophones, ainsi que ceux de certaines autres versions linguistiques, utilisent un « é » aussi bien dans le nom dactylographié que dans le logo, la plupart des autres communautés s'en tenant à l'écriture « Wikipedia » .Elles sont en outre reliées les unes aux autres par des hyperliens internes mettant un mot d'un article en bleu, et un clic de souris sur ce mot permet au lecteur de se déplacer vers l'article correspondant au concept abordé . Des hyperliens permettent également de n	fr
76	aviguer entre les différentes versions linguistiques de Wikipédia, ou de conduire vers ses projets frères, par exemple pour fournir une définition d'un mot sur le Wiktionnaire ou une galerie d'images sur Wikimedia Commons. Un clic de souris sur les illustrations de Wikipédia conduit à une page de description du fichier multimédia indiquant notamment le nom de l'auteur et la licence sous laquelle il est publié.Wikipédia a pour slogan : « Le projet d'encyclopédie librement distribuable que chacun peut améliorer ». Ce projet est décrit par son cofondateur Jimmy Wales comme « un effort pour créer et distribuer une encyclopédie libre de la meilleure qualité possible à ch	fr
77	aque personne sur la planète dans sa propre langue » . Ainsi, Jimmy Wales proposa comme objectif que Wikipédia puisse atteindre un niveau de qualité au moins équivalent à celui de l'Encyclopædia Britannica. C'est un exemple de collaboration massive à but non lucratif.Wikimedia Commons collabore avec des médiathèques afin de diffuser plus largement leurs fonds d'images libres, à travers Wikipédia notamment. En décembre  , les archives fédérales du Bundestag allemand ont ainsi téléchargé     images vers ce site , puis en avril la bibliothèque du Land de Saxe fait un don de     images , et, en novembre  , le musée ethnographique d'Amsterdam Tropenmuseum a téléchargé	fr
78	images concernant l'Indonésie . Ces images, dont beaucoup ont une valeur historique, servent ensuite d'illustrations à des articles de Wikipédia, des sites web et des journaux en ligne. Ce type de collaboration offre à ces bibliothèques et musées une plus grande diffusion de leur fonds d'images, et une révision de ces fonds par les internautes qui signalent les erreurs comme des descriptions incorrectes ou des confusions entre auteurs homonymes, et permettent la correction des autorités, les biographies succinctes identifiant les auteurs dans une collection d'archives.Toutes langues confondues, des centaines de sites web reprennent tout ou partie du contenu de Wik	fr
79	ipédia . Chaque site qui héberge une copie de Wikipédia a sa propre politique éditoriale ; dans Wikipedia, les contributeurs ont développé de nombreuses règles et recommandations pour viser la qualité .Le contenu encyclopédique se veut respectueux de la « neutralité de point de vue », définie par Jimmy Wales comme le fait de « décrire le débat plutôt que d'y participer  ». Toute contribution à un article de Wikipédia doit s'efforcer à ne jamais prendre parti dans une discussion argumentée. La neutralité de point de vue consiste à présenter objectivement les idées et les faits rapportés par des sources extérieures vérifiables et notoires, indépendamment des préjugés	fr
80	des rédacteurs des articles. Sur Wikipédia, les règles d'écriture visent à convenir aux personnes rationnelles, même si celles-ci ne sont pas toujours du même avis. La politique de neutralité de Wikipédia stipule que les articles doivent évoquer toutes les facettes d'une question controversée, et ne pas déclarer ni insinuer que l'un ou l'autre des points de vue est a priori le bon. La neutralité de point de vue n'implique pas cependant une représentation égalitaire de toutes les opinions, Wikipédia accordant plus de place aux opinions les plus largement acceptées.Wiktionary, un dictionnaire et thésaurus créé le   décembre   ; Wikiquote, un recueil de citations   ; W	fr
81	ikibooks, un annuaire des livres électroniques destinés aux étudiants   ; Wikisource, un recueil de textes dans le domaine public   ; Wikinews, un site d'informations   ; Wikispecies, un répertoire du vivant   ; Wikiversity, une communauté pédagogique créée en   ; et Wikivoyage, un guide touristique en ligne  . Créé en  , Meta-Wiki est un wiki utilisé pour coordonner tous ces projets, et servir à la communication entre les communautés linguistiques de Wikipédia, celles des projets frères, et la Wikimedia Foundation.En revanche, Wikipédia n'a pas pour but de présenter des informations inédites, elle ne vise donc qu'à exposer des connaissances déjà établies et reconnu	fr
82	es .En revanche, Wikipédia est assez éloignée de l'Encyclopédie ou Dictionnaire raisonné des sciences, des arts et des métiers par sa volonté de présenter des informations neutres, alors que l'ouvrage conçu par Denis Diderot et Jean le Rond D'Alembert se caractérisait au contraire par son fort engagement contre l'obscurantisme . L'historien du livre Roger Chartier souligne cependant que Wikipédia « repose sur les contributions multiples d'une sorte de société de gens de lettres invisibles » tout en observant que « Diderot n'aurait sûrement pas accepté la simple juxtaposition des articles, sans arbre des connaissances ni ordre raisonné, qui   caractérise » .Les pages	fr
83	de Wikipédia sont regroupées dans différents espaces de noms, tels que « Principal », « Discussion », « Aide » ou encore « Utilisateur » . L'espace « Principal » contient les articles encyclopédiques, et à chacun d'eux est rattachée une page de discussion permettant aux rédacteurs et lecteurs de discuter de la rédaction de l'article. Les pages peuvent être rangées dans une ou plusieurs catégories, et ces catégories peuvent être organisées selon une hiérarchisation arborescente et thématique   .Wikipédia est organisée afin de regrouper les articles rédigés dans la même langue, qui forment la version de Wikipédia dans cette langue.Par ses objectifs et son fonctionnem	fr
84	ent, le projet Wikipédia s'inscrit dans une série de filiations culturelles  :	fr
0	"Wikibooks |
Wikidata |
Wikimedia Commons |
Wikinews |
Wikipedia |
Wikiquote |
Wikisource |
Wikispecies |
Wikiversity |
Wikivoyage |
Wiktionary
Zur gleichen Zeit erlitt die Wikipedia ihren ersten Rückschlag. Zahlreiche Autoren der spanischen Wikipedia entschlossen sich   zu einer Abspaltung und gründeten die Enciclopedia Libre Universal en Español, da sie, nach einer entsprechenden Mitteilung von Sanger, befürchten mussten, in der Wikipedia werde künftig Werbung eingeblendet.  Um weitere Aufspaltungen zu verhindern, erklärte Wales im selben Jahr, dass die Wikipedia werbefrei bleiben werde. Außerdem wurde von der wikipedia.com-Website-Adresse zu der üblicherweise mit nichtkommerziellen Organisationen assoziierten Top-Level-Domain .org gewechselt.
Wikipedia     ist ein am  . Januar   gegründetes gemeinnütziges Projekt zur Erstellung einer Enzyklopädie in zahlreichen Sprachen mit Hilfe des Wiki­prinzips. Gemäß Publikumsnachfrage und Ve"	de
1	"rbreitung gehört Wikipedia unterdessen zu den Massenmedien. Aufgrund der für die Entstehung und Weiterentwicklung dieser Enzyklopädie charakteristischen kollaborativen Erstellungs-, Kontroll- und Aushandlungsprozesse der ehrenamtlichen Beteiligten zählt Wikipedia zugleich zu den Social Media.
Währenddessen intensivierte man, etwa in Deutschland, die Kooperation mit Wissenschaftseinrichtungen. So kam es zu einem Kooperationsvertrag zwischen Wikimedia Deutschland und dem Bundesarchiv über die kostenlose Bereitstellung von mehr als  .  Bildern. Im März   kam es zu einem ähnlichen Vertrag mit der Universitätsbibliothek Dresden. Diese stellte  .  Bilddateien aus der Deutschen Fotothek zur Verfügung.   stellte das Niederländische Königliche Tropeninstitut der Wikimedia  .  Abbildungen zur Verfügung, am  . September   folgte das Nationaal Archief mit  .  Abbildungen.
Vom  . bis  . Juni   fand zur stärkeren Einbindung in die akademische Sp"	de
2	"häre die erste Wikipedia-Academy an der Universitätsbibliothek Göttingen statt. Mit Wikipedia in den Wissenschaften folgte eine Tagung am Historischen Seminar der Universität Basel. Auf der zweiten Academy in Mainz wurde der Artikel Ludwig Feuerbach von Josef Winiger mit der Johann-Heinrich-Zedler-Medaille ausgezeichnet, die eine Jury namhafter Geisteswissenschaftler vergab. Deren Vergabe wurde ab   von Wikimedia
Deutschland e. V. ausgelobt.   erweiterten die Träger den Preis um einen Bilderwettbewerb. Ab   wurde die Medaille vom Zedler-Preis für Freies Wissen abgelöst.  Erstmals wurde   auch ein Preis für Besonderes langjähriges Engagement vergeben.
Die Online-Enzyklopädie bietet freie, also kostenlose und zur Weiterverbreitung gedachte, unter lexikalischen Einträgen   zu findende Artikel. Das Ziel ist gemäß dem Gründer Jimmy Wales, „eine frei lizenzierte und hochwertige Enzyklopädie zu schaffen und damit lexikalisches Wissen zu v"	de
3	"erbreiten“. 
Am  . Juni   schließlich kündigte Wales die Gründung der gemeinnützigen Wikimedia Foundation an und übereignete ihr die Namensrechte   und später ebenfalls die Server. Im September wurde Nupedia eingestellt.
Französisch   •
Niederländisch   •
Russisch   •
Italienisch   •
Spanisch   •
Polnisch   •
Wáray-Wáray   •
Vietnamesisch   •
Japanisch  
Bis Juni   wurden über  ,  Millionen Artikel der Wikipedia in annähernd   Sprachen in Mehrautorenschaft von freiwilligen Autoren verfasst. Darüber hinaus werden die Artikel nach dem Prinzip des kollaborativen Schreibens fortwährend bearbeitet und diskutiert. Alle Inhalte der Wikipedia stehen unter freien Lizenzen.
Dabei wurden verschiedene Maßnahmen ergriffen, um unsinnige Beiträge oder gar rechtswidriges Verhalten einzudämmen, aber auch um Glaubwürdigkeit zu gewinnen. So wurde am  . Mai   die „Sichtung“ in der deutschsprachigen, später auch anderen Wikipedien eingeführt. Sie soll"	de
4	"verhindern, dass Änderungen an Artikeln, die noch nicht von erfahreneren Autoren geprüft wurden, für den Besucher der Website sichtbar werden. Schon seit dem  . August   sollten neue Informationen belegt werden, die in Artikel der deutschsprachigen Fassung eingefügt werden.  Auch wurde die Frage der Urheberrechtsverletzungen immer wieder virulent. Infolge der Nutzung von DDR-Literatur im Zeitraum von November   bis November   erfolgte die Löschung und Abänderung mehrerer hundert Artikel. Erstmals wurde die Wikipedia am  . Januar   von einer Rechtsinstanz zitiert, dem Verwaltungsgericht Göttingen. 
Im Frühjahr   wurde der bisherige Höhepunkt der Zahl der Bearbeitungen sowie der Anmeldungen erreicht. Seither sinkt dieser kontinuierlich. Für die Verwaltung der Mediendateien wurde Wikimedia Commons am  . September   eingerichtet. Am  . Juni   bestanden  .  Artikel in der deutschsprachigen Wikipedia, die englischsprachige Version erreic"	de
